Source Node,Destination Node,Node Type,Flow Capacity,Distance Between Nodes
Estación de Bombeo de Villa María,Hogar Santa María del Mar 19,Consumption Point,40696,499
Estación de Bombeo de Villa María,Hogar Santa María del Mar 20,Consumption Point,29279,268
Estación de Bombeo de Villa María,Hogar Santa María del Mar 21,Consumption Point,50764,337
Estación de Bombeo de Villa María,Hogar Santa María del Mar 22,Consumption Point,35210,360
Estación de Bombeo de Villa María,Hogar Santa María del Mar 23,Consumption Point,22248,303
Estación de Bombeo de Villa María,Hogar Santa María del Mar 24,Consumption Point,28182,462
Estación de Bombeo de Villa María,Hogar Santa María del Mar 25,Consumption Point,38803,323
Estación de Bombeo de Villa María,Hogar Santa María del Mar 26,Consumption Point,59261,425
Estación de Bombeo de Villa María,Hogar Santa María del Mar 27,Consumption Point,38005,495
Estación de Bombeo de Villa María,Hogar Santa María del Mar 28,Consumption Point,38128,484
Estación de Bombeo de Villa María,Hogar Santa María del Mar 29,Consumption Point,24764,312
Estación de Bombeo de Villa María,Hogar Santa María del Mar 30,Consumption Point,22896,492
Estación de Bombeo de Villa María,Hogar Santa María del Mar 31,Consumption Point,52607,139
Estación de Bombeo de Villa María,Hogar Santa María del Mar 32,Consumption Point,55834,209
Estación de Bombeo de Villa María,Hogar Santa María del Mar 33,Consumption Point,58493,345
Estación de Bombeo de Villa María,Hogar Santa María del Mar 34,Consumption Point,54497,268
Estación de Bombeo de Villa María,Hogar Santa María del Mar 35,Consumption Point,57586,203
Estación de Bombeo de Villa María,Hogar Santa María del Mar 36,Consumption Point,56215,409
Estación de Bombeo de Villa María,Hogar Santa María del Mar 37,Consumption Point,50080,257
Estación de Bombeo de Villa María,Hogar Santa María del Mar 38,Consumption Point,26288,250
Estación de Bombeo de Villa María,Hogar Santa María del Mar 39,Consumption Point,24276,481
Estación de Bombeo de Villa María,Hogar Santa María del Mar 40,Consumption Point,54450,131
Estación de Bombeo de Villa María,Hogar Chilca 1,Consumption Point,36051,419
Estación de Bombeo de Villa María,Hogar Chilca 2,Consumption Point,23898,230
Estación de Bombeo de Villa María,Hogar Chilca 3,Consumption Point,25997,425
Estación de Bombeo de Villa María,Hogar Chilca 4,Consumption Point,27149,471
Estación de Bombeo de Villa María,Hogar Chilca 5,Consumption Point,39432,462
Estación de Bombeo de Villa María,Hogar Chilca 6,Consumption Point,49146,307
Estación de Bombeo de Villa María,Hogar Chilca 7,Consumption Point,57780,213
Estación de Bombeo de Villa María,Hogar Chilca 8,Consumption Point,34586,111
Estación de Bombeo de Villa María,Hogar Chilca 9,Consumption Point,39321,354
Estación de Bombeo de Villa María,Hogar Chilca 10,Consumption Point,35881,280
Estación de Bombeo de Villa María,Hogar Chilca 11,Consumption Point,58488,391
Estación de Bombeo de Villa María,Hogar Chilca 12,Consumption Point,50450,349
Estación de Bombeo de Villa María,Hogar Chilca 13,Consumption Point,51000,349
Estación de Bombeo de Villa María,Hogar Chilca 14,Consumption Point,56176,125
Estación de Bombeo de Villa María,Hogar Chilca 15,Consumption Point,22048,121
Estación de Bombeo de Villa María,Hogar Chilca 16,Consumption Point,41749,272
Estación de Bombeo de Villa María,Hogar Chilca 17,Consumption Point,30487,387
Estación de Bombeo de Villa María,Hogar Chilca 18,Consumption Point,28137,407
Estación de Bombeo de Villa María,Hogar Chilca 19,Consumption Point,57785,350
Estación de Bombeo de Villa María,Hogar Chilca 20,Consumption Point,50520,147
Estación de Bombeo de Villa María,Hogar Chilca 21,Consumption Point,50126,110
Estación de Bombeo de Villa María,Hogar Chilca 22,Consumption Point,45438,337
Estación de Bombeo de Villa María,Hogar Chilca 23,Consumption Point,57905,455
Estación de Bombeo de Villa María,Hogar Chilca 24,Consumption Point,25755,162
Estación de Bombeo de Villa María,Hogar Chilca 25,Consumption Point,45666,206
Estación de Bombeo de Villa María,Hogar Chilca 26,Consumption Point,37441,448
Estación de Bombeo de Villa María,Hogar Chilca 27,Consumption Point,52494,305
Estación de Bombeo de Villa María,Hogar Chilca 28,Consumption Point,28069,250
Estación de Bombeo de Villa María,Hogar Chilca 29,Consumption Point,36694,307
Estación de Bombeo de Villa María,Hogar Chilca 30,Consumption Point,44649,318
Estación de Bombeo de Villa María,Hogar Chilca 31,Consumption Point,31662,399
Estación de Bombeo de Villa María,Hogar Chilca 32,Consumption Point,35927,245
Estación de Bombeo de Villa María,Hogar Chilca 33,Consumption Point,20386,216
Estación de Bombeo de Villa María,Hogar Chilca 34,Consumption Point,35400,142
Estación de Bombeo de Villa María,Hogar Chilca 35,Consumption Point,43499,233
Estación de Bombeo de Villa María,Hogar Chilca 36,Consumption Point,48041,322
Estación de Bombeo de Villa María,Hogar Chilca 37,Consumption Point,43684,373
Estación de Bombeo de Villa María,Hogar Chilca 38,Consumption Point,34974,108
Estación de Bombeo de Villa María,Hogar Chilca 39,Consumption Point,31936,377
Estación de Bombeo de Villa María,Hogar Chilca 40,Consumption Point,57611,407
Estación de Bombeo de Villa María,Hogar Lurín 1,Consumption Point,27449,466
Estación de Bombeo de Villa María,Hogar Lurín 2,Consumption Point,58169,192
Estación de Bombeo de Villa María,Hogar Lurín 3,Consumption Point,59350,207
Estación de Bombeo de Villa María,Hogar Lurín 4,Consumption Point,40367,140
Estación de Bombeo de Villa María,Hogar Lurín 5,Consumption Point,44783,276
Estación de Bombeo de Villa María,Hogar Lurín 6,Consumption Point,50846,261
Estación de Bombeo de Villa María,Hogar Lurín 7,Consumption Point,20386,103
Estación de Bombeo de Villa María,Hogar Lurín 8,Consumption Point,57175,428
Estación de Bombeo de Villa María,Hogar Lurín 9,Consumption Point,37967,240
Estación de Bombeo de Villa María,Hogar Lurín 10,Consumption Point,36158,349
Estación de Bombeo de Villa María,Hogar Lurín 11,Consumption Point,50216,126
Estación de Bombeo de Villa María,Hogar Lurín 12,Consumption Point,29961,459
Estación de Bombeo de Villa María,Hogar Lurín 13,Consumption Point,29741,411
Estación de Bombeo de Villa María,Hogar Lurín 14,Consumption Point,49234,250
Estación de Bombeo de Villa María,Hogar Lurín 15,Consumption Point,48191,438
Estación de Bombeo de Villa María,Hogar Lurín 16,Consumption Point,59086,127
Estación de Bombeo de Villa María,Hogar Lurín 17,Consumption Point,45395,200
Estación de Bombeo de Villa María,Hogar Lurín 18,Consumption Point,41474,430
Estación de Bombeo de Villa María,Hogar Lurín 19,Consumption Point,37005,136
Estación de Bombeo de Villa María,Hogar Lurín 20,Consumption Point,25336,484
Estación de Bombeo de Villa María,Hogar Lurín 21,Consumption Point,26336,428
Estación de Bombeo de Villa María,Hogar Lurín 22,Consumption Point,29716,125
Estación de Bombeo de Villa María,Hogar Lurín 23,Consumption Point,35044,347
Estación de Bombeo de Villa María,Hogar Lurín 24,Consumption Point,58090,233
Estación de Bombeo de Villa María,Hogar Lurín 25,Consumption Point,24309,472
Estación de Bombeo de Villa María,Hogar Lurín 26,Consumption Point,54185,382
Estación de Bombeo de Villa María,Hogar Lurín 27,Consumption Point,48040,305
Estación de Bombeo de Villa María,Hogar Lurín 28,Consumption Point,56531,406
Estación de Bombeo de Villa María,Hogar Lurín 29,Consumption Point,25768,376
Estación de Bombeo de Villa María,Hogar Lurín 30,Consumption Point,52063,359
Estación de Bombeo de Villa María,Hogar Lurín 31,Consumption Point,36316,296
Estación de Bombeo de Villa María,Hogar Lurín 32,Consumption Point,30260,218
Estación de Bombeo de Villa María,Hogar Lurín 33,Consumption Point,23198,394
Estación de Bombeo de Villa María,Hogar Lurín 34,Consumption Point,56724,322
Estación de Bombeo de Villa María,Hogar Lurín 35,Consumption Point,47350,247
Estación de Bombeo de Villa María,Hogar Lurín 36,Consumption Point,55015,386
Estación de Bombeo de Villa María,Hogar Lurín 37,Consumption Point,52364,382
Estación de Bombeo de Villa María,Hogar Lurín 38,Consumption Point,26257,309
Estación de Bombeo de Villa María,Hogar Lurín 39,Consumption Point,35747,275
Estación de Bombeo de Villa María,Hogar Lurín 40,Consumption Point,57874,491
Estación de Bombeo de Villa María,Hogar Punta Hermosa 1,Consumption Point,39342,353
Estación de Bombeo de Villa María,Hogar Punta Hermosa 2,Consumption Point,23526,497
Estación de Bombeo de Villa María,Hogar Punta Hermosa 3,Consumption Point,59522,459
Estación de Bombeo de Villa María,Hogar Punta Hermosa 4,Consumption Point,28814,407
Estación de Bombeo de Villa María,Hogar Punta Hermosa 5,Consumption Point,34443,366
Estación de Bombeo de Villa María,Hogar Punta Hermosa 6,Consumption Point,31197,226
Estación de Bombeo de Villa María,Hogar Punta Hermosa 7,Consumption Point,31749,126
Estación de Bombeo de Villa María,Hogar Punta Hermosa 8,Consumption Point,51838,496
Estación de Bombeo de Villa María,Hogar Punta Hermosa 9,Consumption Point,56977,202
Estación de Bombeo de Villa María,Hogar Punta Hermosa 10,Consumption Point,38086,261
Estación de Bombeo de Villa María,Hogar Punta Hermosa 11,Consumption Point,36899,285
Estación de Bombeo de Villa María,Hogar Punta Hermosa 12,Consumption Point,43968,302
Estación de Bombeo de Villa María,Hogar Punta Hermosa 13,Consumption Point,27163,106
Estación de Bombeo de Villa María,Hogar Punta Hermosa 14,Consumption Point,34317,420
Estación de Bombeo de Villa María,Hogar Punta Hermosa 15,Consumption Point,56053,296
Estación de Bombeo de Villa María,Hogar Punta Hermosa 16,Consumption Point,52050,423
Estación de Bombeo de Villa María,Hogar Punta Hermosa 17,Consumption Point,20439,244
Estación de Bombeo de Villa María,Hogar Punta Hermosa 18,Consumption Point,39431,317
Estación de Bombeo de Villa María,Hogar Punta Hermosa 19,Consumption Point,22117,132
Estación de Bombeo de Villa María,Hogar Punta Hermosa 20,Consumption Point,33561,398
Estación de Bombeo de Villa María,Hogar Punta Hermosa 21,Consumption Point,27544,118
Estación de Bombeo de Villa María,Hogar Punta Hermosa 22,Consumption Point,35228,238
Estación de Bombeo de Villa María,Hogar Punta Hermosa 23,Consumption Point,29194,291
Estación de Bombeo de Villa María,Hogar Punta Hermosa 24,Consumption Point,35479,375
Estación de Bombeo de Villa María,Hogar Punta Hermosa 25,Consumption Point,48370,254
Estación de Bombeo de Villa María,Hogar Punta Hermosa 26,Consumption Point,37874,473
Estación de Bombeo de Villa María,Hogar Punta Hermosa 27,Consumption Point,49510,451
Estación de Bombeo de Villa María,Hogar Punta Hermosa 28,Consumption Point,34240,188
Estación de Bombeo de Villa María,Hogar Punta Hermosa 29,Consumption Point,49137,350
Estación de Bombeo de Villa María,Hogar Punta Hermosa 30,Consumption Point,38388,215
Estación de Bombeo de Villa María,Hogar Punta Hermosa 31,Consumption Point,56927,481
Estación de Bombeo de Villa María,Hogar Punta Hermosa 32,Consumption Point,36962,176
Estación de Bombeo de Villa María,Hogar Punta Hermosa 33,Consumption Point,47144,222
Estación de Bombeo de Villa María,Hogar Punta Hermosa 34,Consumption Point,57179,426
Estación de Bombeo de Villa María,Hogar Punta Hermosa 35,Consumption Point,50053,295
Estación de Bombeo de Villa María,Hogar Punta Hermosa 36,Consumption Point,28273,446
Estación de Bombeo de Villa María,Hogar Punta Hermosa 37,Consumption Point,50020,191
Estación de Bombeo de Villa María,Hogar Punta Hermosa 38,Consumption Point,25491,440
Estación de Bombeo de Villa María,Hogar Punta Hermosa 39,Consumption Point,54885,408
Estación de Bombeo de Villa María,Hogar Punta Hermosa 40,Consumption Point,42910,397
Estación de Bombeo de Villa María,Hogar Punta Negra 1,Consumption Point,28372,286
Estación de Bombeo de Villa María,Hogar Punta Negra 2,Consumption Point,32874,260
Estación de Bombeo de Villa María,Hogar Punta Negra 3,Consumption Point,39946,385
Estación de Bombeo de Villa María,Hogar Punta Negra 4,Consumption Point,46838,105
Estación de Bombeo de Villa María,Hogar Punta Negra 5,Consumption Point,37627,215
Estación de Bombeo de Villa María,Hogar Punta Negra 6,Consumption Point,34597,437
Estación de Bombeo de Villa María,Hogar Punta Negra 7,Consumption Point,38763,315
Estación de Bombeo de Villa María,Hogar Punta Negra 8,Consumption Point,32174,373
Estación de Bombeo de Villa María,Hogar Punta Negra 9,Consumption Point,55354,104
Estación de Bombeo de Villa María,Hogar Punta Negra 10,Consumption Point,27991,482
Estación de Bombeo de Villa María,Hogar Punta Negra 11,Consumption Point,41880,354
Estación de Bombeo de Villa María,Hogar Punta Negra 12,Consumption Point,26929,178
Estación de Bombeo de Villa María,Hogar Punta Negra 13,Consumption Point,40285,481
Estación de Bombeo de Villa María,Hogar Punta Negra 14,Consumption Point,24574,191
Estación de Bombeo de Villa María,Hogar Punta Negra 15,Consumption Point,50657,378
Estación de Bombeo de Villa María,Hogar Punta Negra 16,Consumption Point,38511,204
Estación de Bombeo de Villa María,Hogar Punta Negra 17,Consumption Point,53951,152
Estación de Bombeo de Villa María,Hogar Punta Negra 18,Consumption Point,35284,496
Estación de Bombeo de Villa María,Hogar Punta Negra 19,Consumption Point,31392,305
Estación de Bombeo de Villa María,Hogar Punta Negra 20,Consumption Point,34361,403
Estación de Bombeo de Villa María,Hogar Punta Negra 21,Consumption Point,34264,311
Estación de Bombeo de Villa María,Hogar Punta Negra 22,Consumption Point,55063,380
Estación de Bombeo de Villa María,Hogar Punta Negra 23,Consumption Point,54921,466
Estación de Bombeo de Villa María,Hogar Punta Negra 24,Consumption Point,53746,450
Estación de Bombeo de Villa María,Hogar Punta Negra 25,Consumption Point,56951,211
Estación de Bombeo de Villa María,Hogar Punta Negra 26,Consumption Point,23515,393
Estación de Bombeo de Villa María,Hogar Punta Negra 27,Consumption Point,23209,499
Estación de Bombeo de Villa María,Hogar Punta Negra 28,Consumption Point,49213,138
Estación de Bombeo de Villa María,Hogar Punta Negra 29,Consumption Point,23675,196
Estación de Bombeo de Villa María,Hogar Punta Negra 30,Consumption Point,27849,243
Estación de Bombeo de Villa María,Hogar Punta Negra 31,Consumption Point,31591,230
Estación de Bombeo de Villa María,Hogar Punta Negra 32,Consumption Point,59247,129
Estación de Bombeo de Villa María,Hogar Punta Negra 33,Consumption Point,54157,342
Estación de Bombeo de Villa María,Hogar Punta Negra 34,Consumption Point,51896,244
Estación de Bombeo de Villa María,Hogar Punta Negra 35,Consumption Point,34461,129
Estación de Bombeo de Villa María,Hogar Punta Negra 36,Consumption Point,31908,419
Estación de Bombeo de Villa María,Hogar Punta Negra 37,Consumption Point,58867,292
Estación de Bombeo de Villa María,Hogar Punta Negra 38,Consumption Point,53509,473
Estación de Bombeo de Villa María,Hogar Punta Negra 39,Consumption Point,23320,279
Estación de Bombeo de Villa María,Hogar Punta Negra 40,Consumption Point,50236,262
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 1,Consumption Point,50837,210
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 2,Consumption Point,58514,231
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 3,Consumption Point,59332,400
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 4,Consumption Point,46012,283
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 5,Consumption Point,46753,327
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 6,Consumption Point,49194,202
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 7,Consumption Point,47875,121
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 8,Consumption Point,46172,127
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 9,Consumption Point,42199,104
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 10,Consumption Point,37473,163
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 11,Consumption Point,57808,186
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 12,Consumption Point,47056,401
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 13,Consumption Point,58610,145
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 14,Consumption Point,21803,252
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 15,Consumption Point,51042,247
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 16,Consumption Point,39325,460
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 17,Consumption Point,27920,154
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 18,Consumption Point,53969,279
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 19,Consumption Point,44387,158
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 20,Consumption Point,24138,373
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 21,Consumption Point,27760,402
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 22,Consumption Point,55508,408
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 23,Consumption Point,21066,254
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 24,Consumption Point,20585,193
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 25,Consumption Point,28518,433
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 26,Consumption Point,43943,475
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 27,Consumption Point,52033,334
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 28,Consumption Point,44259,235
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 29,Consumption Point,46206,142
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 30,Consumption Point,30427,462
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 31,Consumption Point,36310,433
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 32,Consumption Point,31572,305
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 33,Consumption Point,36211,389
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 34,Consumption Point,57846,363
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 35,Consumption Point,23729,345
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 36,Consumption Point,57364,436
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 37,Consumption Point,30893,235
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 38,Consumption Point,28496,497
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 39,Consumption Point,56210,336
Estación de Bombeo de Villa María,Hogar San Juan de Miraflores 40,Consumption Point,52337,303
